,CDS Code,County,District Name,Locale Classifications,District Type,2023-24 Student Enrollment,2023-24 % Unduplicated,BP: 7111 Evaluating Existing Buildings,BP 7111 Year Adopted,BP 7111 Year of Policy Update if applicable,BP 7111 Link to Policy,AR: 7111 Evaluating Existing Buildings,AR 7111 Year Adopted,AR 7111 Year of Policy Update if applicable,AR 7111 Link to Policy,School Board Policy Commitments Score (out of 3),Building Electrification,Energy Efficiency,On-Site Renewables,HVAC: AC,Indoor Air Quality,Energy Resilience,Fleet Electrification,EV Chargers for Parking,Water Conservation,Zero Waste Initiative,Schoolyard Forest,School Gardens,District-Wide Curriculum Environmental or Climate Literacy Indicators (up to 3),Overall District Action and Literacy Initiative Indicators (up to 10),Staff Capacity Indicators (up to 4),W/O Policy Environmental and Climate Action Score (17 points),"Plans, Communication, and Awards Indicators (up to 3)",District-Wide Campus Sustainability Indicators (up to 3),District-Wide Environmental Community and Culture Indicators (up to 3),Environmental and Climate Action Score (20 points),BP7111: Path to PDF,BP7111: PDF Text
487,42692290000000,Santa Barbara,Lompoc Unified,Suburban,Unified School District,9406,70,0.0,,,,1.0,1975,2009,https://resources.finalsite.net/images/v1587000098/lusdorg/d3g8ef7sp1jwbbxxx5jq/7111_AR_Evaluating_Existing_Buildings.pdf,3.0,1,1,1,1.0,1.0,1,0.0,0.0,1,1,0,1,2.5,6.5,0,8.0,1.5,3.0,1.0,11.0,,
488,42692450000000,Santa Barbara,Los Olivos Elementary,Town,Elementary School District,151,21,0.0,,,,1.0,2004,2013,https://simbli.eboardsolutions.com/Policy/ViewPolicy.aspx?S=36030521&revid=VD2V90TudhzZYuGOvZSWEA==&ptid=amIgTZiB9plushNjl6WXhfiOQ==&secid=p6cSCZdPToF4D3nrlpluslRnw==&PG=6&IRP=0&isPndg=false,3.0,0,0,0,0.0,0.0,0,1.0,0.0,0,1,0,1,0.5,2.0,0,2.0,0.0,1.5,0.0,5.0,,
489,42692520000000,Santa Barbara,Montecito Union Elementary,Suburban,Elementary School District,345,9,0.0,,,,1.0,2016,2016,https://simbli.eboardsolutions.com/Policy/ViewPolicy.aspx?S=36030808&revid=Eh4P18KN2tDcJfc7VrRIcg==&ptid=amIgTZiB9plushNjl6WXhfiOQ==&secid=p6cSCZdPToF4D3nrlpluslRnw==&PG=6&IRP=0&isPndg=false,3.0,0,1,1,1.0,1.0,1,0.0,0.0,1,1,1,1,1.0,5.0,1,8.5,2.5,3.0,0.5,11.0,,
490,42692600000000,Santa Barbara,Orcutt Union Elementary,Suburban,Elementary School District,4764,50,0.0,,,,1.0,2006,2006,https://www.orcuttschools.net/wp-content/uploads/2022/07/7111-AR-Facilities-Evaluating-Existing-Buildings.pdf,3.0,0,1,0,1.0,1.0,0,0.0,0.0,1,0,0,1,0.5,3.0,0,3.5,0.5,2.5,0.0,6.5,,
491,42693280000000,Santa Barbara,Santa Ynez Valley Union High,Town,High School District,862,29,0.0,,,,1.0,2017,,https://simbli.eboardsolutions.com/Policy/ViewPolicy.aspx?S=36030447&revid=tEonxlRbWJQB2IXTJyUAjQ==&ptid=amIgTZiB9plushNjl6WXhfiOQ==&secid=p6cSCZdPToF4D3nrlpluslRnw==&PG=6&IRP=0&isPndg=false,3.0,0,0,0,0.0,0.0,0,0.0,0.0,0,0,0,0,0.5,2.0,0,2.0,0.0,0.5,1.0,5.0,,
492,42693360000000,Santa Barbara,Solvang Elementary,Town,Elementary School District,604,46,0.0,,,,1.0,2017,2017,https://simbli.eboardsolutions.com/Policy/ViewPolicy.aspx?S=36030480&revid=9e6qPB0veNsKaySqDPHV0w==&ptid=amIgTZiB9plushNjl6WXhfiOQ==&secid=p6cSCZdPToF4D3nrlpluslRnw==&PG=6&IRP=0&isPndg=false,3.0,0,0,1,0.0,0.0,0,0.0,0.0,0,0,0,1,1.0,3.0,0,3.0,0.0,1.5,0.0,6.5,,
493,42693440000000,Santa Barbara,Vista del Mar Union,Rural,Elementary School District,61,43,0.0,,,,1.0,2014,2014,https://simbli.eboardsolutions.com/Policy/ViewPolicy.aspx?S=36030817&revid=hr9kD4YlMDFZcttIiUOwDA==&ptid=amIgTZiB9plushNjl6WXhfiOQ==&secid=p6cSCZdPToF4D3nrlpluslRnw==&PG=6&IRP=0&isPndg=false,0.5,0,0,0,1.0,0.0,1,0.0,0.0,0,0,0,1,0.5,2.75,0,3.75,1.0,1.75,0.5,4.25,,
494,42750100000000,Santa Barbara,Cuyama Joint Unified,Rural,Unified School District,314,71,0.0,,,,1.0,2022,202,https://simbli.eboardsolutions.com/Policy/ViewPolicy.aspx?S=36031110&revid=TczBR9ey7GKwbJ4r8Gk6Wg==&ptid=amIgTZiB9plushNjl6WXhfiOQ==&secid=p6cSCZdPToF4D3nrlpluslRnw==&PG=6&IRP=0&isPndg=false,3.0,0,0,0,0.0,1.0,0,1.0,0.0,0,0,0,1,0.0,2.25,1,3.25,0.0,1.25,1.0,6.25,,
495,42767860000000,Santa Barbara,Santa Barbara Unified,Urban,Unified School District,13571,60,0.0,,,,1.0,2023,2023,https://simbli.eboardsolutions.com/Policy/ViewPolicy.aspx?S=36031480&revid=qzPFsNA5zwgyRnGrBXuOew==&ptid=amIgTZiB9plushNjl6WXhfiOQ==&secid=p6cSCZdPToF4D3nrlpluslRnw==&PG=6&IRP=0&isPndg=false,3.0,0,0,1,1.0,0.0,0,0.0,0.0,0,0,0,1,0.0,2.75,4,7.75,1.0,1.25,0.5,10.75,,
496,43693690000000,Santa Clara,Alum Rock Union Elementary,Urban,Elementary School District,8595,84,0.0,,,,1.0,2013,2013,https://simbli.eboardsolutions.com/Policy/ViewPolicy.aspx?S=36030683&revid=r5iu50iUfAqsxpy0ZZxJhg==&ptid=amIgTZiB9plushNjl6WXhfiOQ==&secid=p6cSCZdPToF4D3nrlpluslRnw==&PG=6&IRP=0&isPndg=false,3.0,0,1,1,1.0,0.0,0,0.0,1.0,0,0,0,1,1.0,4.25,0,4.75,0.5,2.75,0.0,8.25,,
497,43693770000000,Santa Clara,Berryessa Union Elementary,Urban,Elementary School District,6000,42,0.0,,,,1.0,2018,2018,https://simbli.eboardsolutions.com/Policy/ViewPolicy.aspx?S=36030528&revid=8OKMgFl9ceHLch2zRCV3NQ==&ptid=amIgTZiB9plushNjl6WXhfiOQ==&secid=p6cSCZdPToF4D3nrlpluslRnw==&PG=6&IRP=0&isPndg=false,3.0,0,0,1,1.0,1.0,0,0.0,0.0,0,0,0,0,0.0,1.5,0,1.5,0.0,1.5,0.0,4.5,,
498,43693930000000,Santa Clara,Campbell Union,Suburban,Elementary School District,6183,51,0.0,,,,1.0,1998,2016,https://simbli.eboardsolutions.com/Policy/ViewPolicy.aspx?S=36030716&revid=XjwCEVOQX4KrwLJUmYixeA==&ptid=amIgTZiB9plushNjl6WXhfiOQ==&secid=p6cSCZdPToF4D3nrlpluslRnw==&PG=6&IRP=0&isPndg=false,3.0,1,1,1,1.0,1.0,0,0.0,0.0,1,0,0,1,1.0,4.5,3,7.5,0.0,3.0,0.5,10.5,,
499,43694010000000,Santa Clara,Campbell Union High,Urban,High School District,8613,41,0.0,,,,1.0,1998,2016,https://simbli.eboardsolutions.com/Policy/ViewPolicy.aspx?S=36030716&revid=XjwCEVOQX4KrwLJUmYixeA==&ptid=amIgTZiB9plushNjl6WXhfiOQ==&secid=p6cSCZdPToF4D3nrlpluslRnw==&PG=6&IRP=0&isPndg=false,3.0,1,1,1,1.0,1.0,0,0.0,1.0,0,0,0,0,0.5,4.0,3,7.5,0.5,3.0,0.5,10.5,,
500,43694270000000,Santa Clara,East Side Union High,Urban,High School District,23714,56,0.0,,,,1.0,2015,2015,https://go.boarddocs.com/ca/esuhsd/Board.nsf/vpublic?open#,3.0,0,1,1,1.0,1.0,1,0.0,0.0,1,1,0,0,0.0,4.0,0,4.5,0.5,3.0,0.5,7.0,,
501,43694350000000,Santa Clara,Evergreen Elementary,Urban,Elementary School District,8779,36,1.0,2013,2013,https://resources.finalsite.net/images/v1649000680/evergreen/klb3c8xtuh9ftkr1xeuq/BP7111-ProjectingEducationalPrograms.pdf,0.0,,,,3.0,1,0,0,0.0,0.0,0,0.0,0.0,0,0,0,0,0.0,1.0,0,1.5,0.5,1.0,0.0,4.5,Evergreen_BP7111.pdf,"Facilities  BP 7111    PROJECTING EDUCATIONAL PROGRAMS      Projecting educational programs shall be the responsibility of the Superintendent of Schools.     Planning for new school construction shall be based on educational program  recommendations which have been approved by the Board of Trustees. Facilities shall be  planned so as to accommodate future changes in the educational program.                                                                          Policy  EVERGREEN SCHOOL DISTRICT  adopted: March 21, 2013  San Jose, California  "
502,43694500000000,Santa Clara,Franklin-McKinley Elementary,Urban,Elementary School District,7857,76,0.0,,,,1.0,1999,2007,https://simbli.eboardsolutions.com/Policy/ViewPolicy.aspx?S=36030745&revid=EK5hQxmgY53bW6cX1iSmGw==&ptid=amIgTZiB9plushNjl6WXhfiOQ==&secid=p6cSCZdPToF4D3nrlpluslRnw==&PG=6&IRP=0&isPndg=false,3.0,0,1,1,1.0,1.0,1,1.0,1.0,1,0,1,1,1.0,5.5,4,10.0,0.5,3.0,1.0,13.5,,
503,43694680000000,Santa Clara,Fremont Union High,Urban,High School District,9646,18,0.0,,,,1.0,2020,2020,https://simbli.eboardsolutions.com/Policy/ViewPolicy.aspx?S=36030747&revid=YpXlpfBNGBdkrfBjcgGnQg==&ptid=amIgTZiB9plushNjl6WXhfiOQ==&secid=p6cSCZdPToF4D3nrlpluslRnw==&PG=6&IRP=0&isPndg=false,3.0,1,1,1,1.0,1.0,0,0.0,1.0,1,1,0,1,1.5,7.0,0,9.0,2.0,3.0,1.5,12.0,,
504,43694840000000,Santa Clara,Gilroy Unified,Suburban,Unified School District,10783,60,0.0,,,,1.0,2008,2008,https://simbli.eboardsolutions.com/Policy/ViewPolicy.aspx?S=36030249&revid=if1RokG98F7Ck41q9z458Q==&ptid=amIgTZiB9plushNjl6WXhfiOQ==&secid=p6cSCZdPToF4D3nrlpluslRnw==&PG=6&IRP=0&isPndg=false,3.0,0,0,1,0.0,0.0,0,0.0,0.0,0,0,0,0,0.0,2.5,0,3.0,0.5,1.0,1.5,6.0,,
505,43694920000000,Santa Clara,Lakeside Joint,Rural,Elementary School District,76,18,0.0,,,,1.0,2016,2016,https://simbli.eboardsolutions.com/Policy/ViewPolicy.aspx?S=36030711&revid=tgkslshsERAqTwU0dplusug5slshG7w==&ptid=amIgTZiB9plushNjl6WXhfiOQ==&secid=p6cSCZdPToF4D3nrlpluslRnw==&isPndg=&PG=6,2.0,0,1,0,1.0,1.0,0,0.0,0.0,1,1,1,1,1.5,4.5,0,4.5,0.0,3.0,0.0,6.5,,
506,43695000000000,Santa Clara,Loma Prieta Joint Union Elementary,Rural,Elementary School District,424,14,0.0,,,,1.0,2012,2012,https://simbli.eboardsolutions.com/Policy/ViewPolicy.aspx?S=36030511&revid=KNm82plus8OCaBOLiy0DWeOsw==&ptid=amIgTZiB9plushNjl6WXhfiOQ==&secid=p6cSCZdPToF4D3nrlpluslRnw==&PG=6&IRP=0&isPndg=false,3.0,0,1,0,1.0,1.0,0,0.0,0.0,1,0,0,1,1.0,4.0,0,4.0,0.0,2.5,0.5,7.0,,
507,43695260000000,Santa Clara,Los Gatos Union Elementary,Suburban,Elementary School District,2673,12,0.0,,,,1.0,2013,2016,https://simbli.eboardsolutions.com/Policy/ViewPolicy.aspx?S=36030309&revid=etssIgoqnsdd5j81V2gCJQ==&ptid=amIgTZiB9plushNjl6WXhfiOQ==&secid=p6cSCZdPToF4D3nrlpluslRnw==&PG=6&IRP=0&isPndg=false,3.0,0,0,1,0.0,1.0,0,0.0,0.0,0,1,0,1,0.0,4.25,0,4.75,0.5,2.25,1.5,8.25,,
508,43695340000000,Santa Clara,Los Gatos-Saratoga Union High,Suburban,High School District,3183,11,0.0,,,,1.0,2007,2023,https://simbli.eboardsolutions.com/Policy/ViewPolicy.aspx?S=36030307&revid=9lm4YRlJEnslshThemhj6kacw==&ptid=amIgTZiB9plushNjl6WXhfiOQ==&secid=p6cSCZdPToF4D3nrlpluslRnw==&PG=6&IRP=0&isPndg=false,3.0,0,0,1,1.0,1.0,0,0.0,0.0,0,0,0,1,0.5,3.0,0,3.0,0.0,2.0,0.5,6.0,,
509,43695420000000,Santa Clara,Luther Burbank,Suburban,Elementary School District,431,90,0.0,,,,1.0,2012,2012,https://simbli.eboardsolutions.com/Policy/ViewPolicy.aspx?S=36030816&revid=hMDPpluswxQrhzd8YTYMd6UYw==&ptid=amIgTZiB9plushNjl6WXhfiOQ==&secid=p6cSCZdPToF4D3nrlpluslRnw==&PG=6&IRP=0&isPndg=false,3.0,0,0,0,0.0,0.0,0,0.0,0.0,0,0,0,0,0.0,0.5,0,0.5,0.0,0.5,0.0,3.5,,
510,43695830000000,Santa Clara,Morgan Hill Unified,Suburban,Unified School District,8574,43,0.0,,,,1.0,2012,2012,https://simbli.eboardsolutions.com/Policy/ViewPolicy.aspx?S=36030336&revid=VkRmdfNzDSe6iYP3wslshz9Lw==&ptid=amIgTZiB9plushNjl6WXhfiOQ==&secid=p6cSCZdPToF4D3nrlpluslRnw==&PG=6&IRP=0&isPndg=false,3.0,0,1,1,1.0,1.0,0,1.0,0.0,1,1,0,1,1.0,4.0,3,7.5,0.5,3.0,0.0,10.5,,
511,43696090000000,Santa Clara,Mountain View-Los Altos Union High,Urban,High School District,4406,18,1.0,1995,1995,https://simbli.eboardsolutions.com/Policy/ViewPolicy.aspx?S=36030803&revid=EWrnQrwVJOs64a2eWmicNA==&ptid=amIgTZiB9plushNjl6WXhfiOQ==&secid=p6cSCZdPToF4D3nrlpluslRnw==&PG=6&IRP=0&isPndg=false,1.0,2019,2019,https://simbli.eboardsolutions.com/Policy/ViewPolicy.aspx?S=36030803&revid=sLa6upDn5S0gQuwqfPKiHA==&ptid=amIgTZiB9plushNjl6WXhfiOQ==&secid=p6cSCZdPToF4D3nrlpluslRnw==&PG=6&IRP=0&isPndg=false,3.0,0,0,1,1.0,1.0,1,0.0,1.0,0,1,0,0,0.0,4.5,0,6.0,1.5,3.0,1.0,9.5,Mountain_View_Los_Altos_High_BP7111.pdf,"Policy 7111: Evaluating Existing Buildings Status: ADOPTED Original Adopted Date: 03/06/1995 | Last Reviewed Date: 03/06/1995 The adequacy and design of all existing school facilities shall be evaluated periodically in terms of meeting the needs of the instructional program and fulfilling the requirements of law regarding safety and structural soundness, accessibility to the handicapped and energy conservation. A primary consideration in evaluating existing facilities shall be the preservation of a healthy environment for students and staff as well as providing an educationally sound and aesthetically pleasing learning and working atmosphere. In the evaluation of existing buildings, the installation of energy conserving devices, including insulation or the implementation of other design modifications, shall be considered as permitted by law for purposes of reducing energy costs. Board Policy Manual Mountain View Los Altos High School District "
512,43696330000000,Santa Clara,Orchard Elementary,Urban,Elementary School District,760,69,0.0,,,,1.0,2013,2013,https://simbli.eboardsolutions.com/Policy/ViewPolicy.aspx?S=36030181&revid=p6IjFok4plusfPjplus8P1guC1aA==&ptid=amIgTZiB9plushNjl6WXhfiOQ==&secid=p6cSCZdPToF4D3nrlpluslRnw==&PG=6&IRP=0&isPndg=false,3.0,1,0,1,1.0,0.0,0,0.0,0.0,0,0,0,0,0.0,2.25,0,2.25,0.0,1.75,0.0,5.75,,
513,43696660000000,Santa Clara,San Jose Unified,Urban,Unified School District,25745,50,0.0,,,,1.0,2001,2001,https://simbli.eboardsolutions.com/Policy/ViewPolicy.aspx?S=36030421&revid=CR7AIEXTnt54zjI0JYwGLg==&ptid=amIgTZiB9plushNjl6WXhfiOQ==&secid=p6cSCZdPToF4D3nrlpluslRnw==&PG=6&IRP=0&isPndg=false,3.0,1,0,1,0.0,0.0,0,0.0,0.0,1,0,0,1,1.0,4.0,0,4.5,0.5,2.5,0.5,7.5,,
514,43696740000000,Santa Clara,Santa Clara Unified,Urban,Unified School District,14236,42,0.0,,,,1.0,2014,2017,https://simbli.eboardsolutions.com/Policy/ViewPolicy.aspx?S=36030433&revid=A1ncPmM5plusz0plusxVEqSkc1FA==&ptid=amIgTZiB9plushNjl6WXhfiOQ==&secid=p6cSCZdPToF4D3nrlpluslRnw==&PG=6&IRP=0&isPndg=false,3.0,1,1,1,1.0,1.0,0,1.0,0.0,1,0,1,1,3.0,9.0,4,15.5,2.5,3.0,2.5,18.0,,
515,43696820000000,Santa Clara,Saratoga Union Elementary,Suburban,Elementary School District,1605,10,0.0,,,,1.0,2007,2023,https://simbli.eboardsolutions.com/Policy/ViewPolicy.aspx?S=36030439&revid=NNKMNpaiMzVdldQa2SB99Q==&ptid=amIgTZiB9plushNjl6WXhfiOQ==&secid=p6cSCZdPToF4D3nrlpluslRnw==&PG=6&IRP=0&isPndg=false,3.0,0,1,0,0.0,0.0,0,0.0,0.0,0,0,0,1,0.5,3.0,0,3.0,0.0,1.5,0.5,6.5,,
516,43696900000000,Santa Clara,Sunnyvale,Urban,Elementary School District,5618,45,0.0,,,,1.0,2019,2019,https://simbli.eboardsolutions.com/Policy/ViewPolicy.aspx?S=36030203&revid=BUfCwjoh35d88EP0BE4PHA==&ptid=amIgTZiB9plushNjl6WXhfiOQ==&secid=p6cSCZdPToF4D3nrlpluslRnw==&PG=6&IRP=0&isPndg=false,3.0,0,1,0,1.0,1.0,0,1.0,0.0,0,1,0,1,1.5,6.5,0,7.0,0.5,3.0,1.5,10.5,,
517,43733870000000,Santa Clara,Milpitas Unified,Urban,Unified School District,10192,50,0.0,,,,1.0,2015,2015,https://simbli.eboardsolutions.com/Policy/ViewPolicy.aspx?S=36030333&revid=fkYwTODUY4rxplusKjl7sSFfg==&ptid=amIgTZiB9plushNjl6WXhfiOQ==&secid=p6cSCZdPToF4D3nrlpluslRnw==&PG=6&IRP=0&isPndg=false,3.0,1,1,1,1.0,1.0,0,1.0,0.0,1,1,0,1,2.5,8.5,0,8.5,0.0,3.0,2.0,11.5,,
518,44697320000000,Santa Cruz,Bonny Doon Union Elementary,Rural,Elementary School District,97,26,1.0,2011,2011,https://4.files.edl.io/a568/06/20/22/215143-49ce7d80-4194-4571-b2b2-9709da8c32cb.pdf,1.0,2016,2016,https://4.files.edl.io/a568/06/20/22/215143-49ce7d80-4194-4571-b2b2-9709da8c32cb.pdf,3.0,0,0,0,1.0,1.0,0,1.0,0.0,1,1,0,1,1.5,4.0,0,4.0,0.0,2.5,0.0,7.0,Bonny_Doon_Union_Elementary_BP7111.pdf,"Page 207  of 2    BONNY DOON UNION ELEMENTARY SCHOOL DISTRICT      NEW CONSTRUCTION  Policy No.: 7111    Evaluating Existing Buildings   Board Adopted:  2/9/11  Board Revised:         The adequacy and design of all existing Bonny Doon Union Elementary School District school facilities  shall be evaluated periodically in terms of meeting the needs of the instructional program and fulfilling  the requirements of law regarding safety and structural soundness, accessibility to the handicapped and  energy conservation.    A primary consideration in evaluating existing facilities shall be the preservation of a healthful  environment for students and staff as well as providing an aesthetically pleasing learning and working  atmosphere.    In the evaluation of existing buildings, the installation of energy conserving devices, including insulation  or the implementation of other design modifications, shall be considered as permitted by law for purposes  of reducing energy costs.    In the event that the Superintendent, Department of General Services or any licensed structural engineer  or licensed architect finds and reports to the Board of Trustees that a District building is unsafe for use,  the Superintendent/Principal or designee shall immediately obtain an estimate of the cost of repairs or  reconstruction necessary to bring the building up to legal standards for structural safety and the Board  shall establish a system of priorities for the repair, reconstruction, or replacement of unsafe school  buildings.                                    Legal Reference: Education Code  17650-17653  Retrofitting Existing School Facilities for Energy Conservation  17365-17374  Fitness for Occupancy  17367  Building Examinations; Required Actions of Governing Board  Up Report of Unsafe Conditions  "
519,44697570000000,Santa Cruz,Happy Valley Elementary,Rural,Elementary School District,122,11,0.0,,,,1.0,2009,2009,https://simbli.eboardsolutions.com/Policy/ViewPolicy.aspx?S=36030781&revid=HtyDHNTDuq7fjgZUQegSGw==&ptid=amIgTZiB9plushNjl6WXhfiOQ==&secid=p6cSCZdPToF4D3nrlpluslRnw==&isPndg=&PG=6,3.0,0,1,1,1.0,1.0,0,0.0,0.0,1,1,0,1,1.5,4.5,4,8.5,0.0,3.0,0.0,11.5,,
520,44697650000000,Santa Cruz,Live Oak Elementary,Suburban,Elementary School District,1664,61,0.0,,,,1.0,2011,2011,https://simbli.eboardsolutions.com/Policy/ViewPolicy.aspx?S=36030506&revid=vSdmKgIMwRzuFjw2casHRA==&ptid=amIgTZiB9plushNjl6WXhfiOQ==&secid=p6cSCZdPToF4D3nrlpluslRnw==&PG=6&IRP=0&isPndg=false,3.0,0,1,1,1.0,0.0,0,0.0,0.0,0,0,0,1,0.5,3.25,1,4.25,0.0,2.25,0.5,7.25,,
521,44697730000000,Santa Cruz,Mountain Elementary,Suburban,Elementary School District,163,21,0.0,,,,1.0,2013,2013,https://simbli.eboardsolutions.com/Policy/ViewPolicy.aspx?S=36030581&revid=mH4OtL6wNqlPdm5O9slshoX0g==&ptid=amIgTZiB9plushNjl6WXhfiOQ==&secid=p6cSCZdPToF4D3nrlpluslRnw==&PG=6&IRP=0&isPndg=false,3.0,0,1,0,1.0,1.0,0,0.0,0.0,1,1,0,1,1.5,4.5,0,4.5,0.0,3.0,0.0,7.5,,
522,44697990000000,Santa Cruz,Pajaro Valley Unified,Urban,Unified School District,17517,81,0.0,,,,1.0,2008,2008,https://simbli.eboardsolutions.com/Policy/ViewPolicy.aspx?S=36030630&revid=ySWRoaSsxS8afWBJcCMT4A==&ptid=amIgTZiB9plushNjl6WXhfiOQ==&secid=p6cSCZdPToF4D3nrlpluslRnw==&PG=6&IRP=0&isPndg=false,3.0,0,0,0,0.0,0.0,0,0.0,0.0,0,1,0,1,2.0,4.5,0,5.5,1.0,1.5,1.0,8.5,,
523,44698070000000,Santa Cruz,San Lorenzo Valley Unified,Rural,Unified School District,5524,28,0.0,,,,1.0,2016,2016,https://simbli.eboardsolutions.com/Policy/ViewPolicy.aspx?S=36030422&revid=M8plusoUl0XfKA6ptpEA7JoDQ==&ptid=amIgTZiB9plushNjl6WXhfiOQ==&secid=p6cSCZdPToF4D3nrlpluslRnw==&PG=6&IRP=0&isPndg=false,3.0,0,1,1,1.0,1.0,0,0.0,0.0,1,0,0,1,1.5,4.5,0,4.5,0.0,3.0,0.0,7.5,,
524,44698150000000,Santa Cruz,Santa Cruz City Elementary,Urban,Elementary School District,1744,41,0.0,,,,1.0,2016,2016,https://simbli.eboardsolutions.com/Policy/ViewPolicy.aspx?S=36030434&revid=AFphEHwmyY3PewgbTHFeCg==&ptid=amIgTZiB9plushNjl6WXhfiOQ==&secid=p6cSCZdPToF4D3nrlpluslRnw==&PG=6&IRP=0&isPndg=false,3.0,0,1,1,1.0,0.0,1,1.0,0.0,0,0,0,1,1.5,8.5,1,10.5,1.0,3.0,3.0,13.5,,
525,44698230000000,Santa Cruz,Santa Cruz City High,Urban,High School District,4504,36,0.0,,,,1.0,2016,2016,https://simbli.eboardsolutions.com/Policy/ViewPolicy.aspx?S=36030434&revid=AFphEHwmyY3PewgbTHFeCg==&ptid=amIgTZiB9plushNjl6WXhfiOQ==&secid=p6cSCZdPToF4D3nrlpluslRnw==&PG=6&IRP=0&isPndg=false,3.0,0,1,1,1.0,1.0,1,1.0,0.0,0,0,0,1,1.5,7.5,0,10.0,2.5,3.0,2.0,13.0,,
526,44698490000000,Santa Cruz,Soquel Union Elementary,Suburban,Elementary School District,1554,38,0.0,,,,1.0,2018,2018,https://simbli.eboardsolutions.com/Policy/ViewPolicy.aspx?S=36030483&revid=DUIMJx95PKpMGDY7NplusL18w==&ptid=amIgTZiB9plushNjl6WXhfiOQ==&secid=p6cSCZdPToF4D3nrlpluslRnw==&PG=6&IRP=0&isPndg=false,3.0,0,1,1,1.0,1.0,1,0.0,1.0,0,0,0,0,0.0,3.0,0,3.0,0.0,3.0,0.0,6.0,,
527,45698560000000,Shasta,Anderson Union High,Rural,High School District,1643,60,0.0,,,,1.0,2017,2017,https://simbli.eboardsolutions.com/Policy/ViewPolicy.aspx?S=36030691&revid=aMplusft6vBpHCwiCmrduHtVg==&ptid=amIgTZiB9plushNjl6WXhfiOQ==&secid=p6cSCZdPToF4D3nrlpluslRnw==&PG=6&IRP=0&isPndg=false,3.0,0,0,0,0.0,0.0,0,0.0,0.0,0,0,0,0,0.0,0.5,0,0.5,0.0,0.5,0.0,3.5,,
528,45698720000000,Shasta,Bella Vista Elementary,Rural,Elementary School District,338,63,0.0,,,,1.0,2012,2012,https://simbli.eboardsolutions.com/Policy/ViewPolicy.aspx?S=36030537&revid=dr9bXUWfZjeqWZFpplusbrZ3g==&ptid=amIgTZiB9plushNjl6WXhfiOQ==&secid=p6cSCZdPToF4D3nrlpluslRnw==&PG=6&IRP=0&isPndg=false,3.0,1,1,0,0.0,0.0,0,0.0,0.0,0,1,0,1,0.5,3.5,0,3.5,0.0,2.0,1.0,6.5,,
529,45699140000000,Shasta,Cascade Union Elementary,Suburban,Elementary School District,1447,72,0.0,,,,1.0,1999,2023,https://simbli.eboardsolutions.com/Policy/ViewPolicy.aspx?S=36030573&revid=4GTntgWslsh6AJv2HWplusGOPoqA==&ptid=amIgTZiB9plushNjl6WXhfiOQ==&secid=p6cSCZdPToF4D3nrlpluslRnw==&PG=6&IRP=0&isPndg=false,3.0,0,1,1,1.0,0.0,0,0.0,0.0,0,0,0,0,0.0,2.75,0,2.75,0.0,1.75,0.5,6.25,,
530,45699480000000,Shasta,Columbia Elementary,Suburban,Elementary School District,2192,40,0.0,,,,1.0,2008,2008,https://drive.google.com/file/d/1AJK5_1dgjzjqBqeGhAIVyM4Nf5WerenL/view?usp=sharing,3.0,0,1,1,0.0,0.0,0,0.0,0.0,0,0,0,0,0.0,1.5,0,1.5,0.0,1.5,0.0,4.5,,
531,45699550000000,Shasta,Cottonwood Union Elementary,Town,Elementary School District,1183,48,0.0,,,,1.0,2007,2007,https://simbli.eboardsolutions.com/Policy/ViewPolicy.aspx?S=36030610&revid=6ICXslsh1cx6DEfUh6JLKhxSg==&ptid=amIgTZiB9plushNjl6WXhfiOQ==&secid=p6cSCZdPToF4D3nrlpluslRnw==&PG=6&IRP=0&isPndg=false,3.0,0,0,0,0.0,0.0,0,0.0,0.0,0,0,0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,3.0,,
532,45699710000000,Shasta,Enterprise Elementary,Urban,Elementary School District,3504,74,1.0,2000,2000,https://resources.finalsite.net/images/v1734563210/eesdnet/mdptcly74gfn6uuwc3zw/Board_Policies-Administrative_Regulations_-_MASTER_FILE_December2024.pdf,0.0,,,,1.5,0,0,0,1.0,1.0,0,1.0,0.0,0,0,0,1,0.5,3.5,0,3.5,0.0,2.0,0.5,5.5,Enterprise_Elementary_BP7111.pdf,"ENTERPRISE ELEMENTARY SCHOOL DISTRICT  BOARD POLICY  FACILITIES  BP 7111  EVALUATING EXISTING BUILDINGS  The adequacy and design of all existing Enterprise School District school facilities shall be evaluated  periodically in terms of meeting the needs of the instructional program and fulfilling the  requirements of law regarding safety and structural soundness, accessibility to the handicapped and  energy conservation.  A primary consideration in evaluating existing facilities shall be the preservation of a healthful  environment for students and staff as well as providing an aesthetically pleasing learning and  working atmosphere.  In the evaluation of existing buildings, the installation of energy conserving devices, including  insulation or the implementation of other design modifications, shall be considered as permitted by  law for purposes of reducing energy costs.  Legal Reference:  Education Code  17650-17653 Retrofitting Existing School Facilities for Energy Conservation  17342-17373 Fitness for Occupancy (Repair, Renovation or Replacement of Existing Buildings)  17367 Building Examinations; Required Actions of Governing Board Up Report of Unsafe Conditions  Date Adopted: December 6, 2000  1013 of 1084 "
